,Symbol,ReportType,FilingDate,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,high,low,volume,price,1daily_return,2daily_return,3daily_return,5daily_return,10daily_return
0,AAPL,10-K,2012-10-31,579,294,649,313,28,283,271,21.498571395874023,20.98928642272949,510003200,18.173683166503903,0.0020493200391276,-0.0311093133360461,-0.0179735343109497,-0.0626889727132911,-0.0981656952939918
1,AAPL,10-K,2013-10-30,626,281,661,333,28,289,279,18.84000015258789,18.46500015258789,354163600,16.405719757080078,-0.0041913702641941,-0.009277991577172,0.0035244341777324,-0.0075824172246342,-0.0081348905960282
2,AAPL,10-K,2014-10-27,636,300,675,351,28,306,288,26.3700008392334,26.174999237060547,136750800,23.515522003173828,0.0155075372843013,0.0212158283188083,0.017790911765991,0.0408143934032557,0.0353915060327453
3,AAPL,10-K,2015-10-28,621,302,674,340,27,322,282,29.825000762939453,29.01499938964844,342205600,27.13958168029785,0.0105642841594203,0.0019284259529403,0.0160141168430259,0.0228892716841733,-0.0264944757412177
4,AAPL,10-K,2016-10-26,607,289,664,327,28,319,274,28.924999237060547,28.32749938964844,264536800,26.864580154418945,-0.0096028464064685,-0.0161778283279909,-0.0177350591514058,-0.0346050707390566,-0.040747462874767
5,AAPL,10-K,2017-11-03,618,297,689,325,28,345,281,43.56499862670898,42.77999877929688,237594400,40.79836654663086,0.0101449275362318,0.0133912901947463,0.0216811912647192,0.0125796995301177,-0.0136232237884963
6,AAPL,10-K,2018-11-05,630,289,642,337,24,350,264,51.09749984741211,49.54249954223633,264654800,48.3994140625,0.0108140680300243,0.0414703148083753,0.0342279343252139,-0.036807372904102,-0.0780296443935321
7,AAPL,10-K,2019-10-31,599,210,519,307,14,266,250,62.29249954223633,59.31499862670898,139162000,60.65116882324219,0.0283808207641233,0.0351342888171831,0.0336469310210832,0.0428927416166673,0.0557968340894948
8,AAPL,10-K,2020-10-30,627,208,541,291,16,296,265,111.98999786376952,107.72000122070312,190272600,107.21974182128906,-0.000826786393354,0.0145140714881131,0.0559433796044965,0.0902994835195687,0.0955355637292727
9,AAPL,10-K,2021-10-29,640,212,463,303,17,245,248,149.94000244140625,146.41000366210938,124953200,148.49185180664062,-0.0056074520746197,0.0014686329520775,0.0112817250131986,0.0098798110640071,0.0012683740823463
10,AAPL,10-K,2022-10-28,619,200,455,278,12,241,241,157.5,147.82000732421875,164762400,155.24505615234375,-0.0154103574587248,-0.032682749564325,-0.0687685009381695,-0.1114678309878032,-0.0387826398605526
11,NVDA,10-K,2013-03-12,1336,488,992,773,50,519,370,3.194999933242798,3.140000104904175,31085600,2.9594452381134038,0.0,0.0007849473360671,-0.0078492487905777,-0.0211930540769278,-0.0188382869254243
12,NVDA,10-K,2014-03-13,1036,435,889,528,52,454,347,4.607500076293945,4.412499904632568,38517200,4.204180717468262,0.0045095786210944,0.0045095786210944,0.028184893261049,0.046786918512668,0.002818553836206
13,NVDA,10-K,2015-03-12,745,313,577,447,38,281,267,5.707499980926514,5.559999942779541,40697200,5.465060710906982,0.0013233650879816,0.0132333143383734,0.0255844694201197,0.0242611043321381,-0.0749890056117444
14,NVDA,10-K,2016-03-17,818,345,622,414,48,324,311,8.28499984741211,8.092499732971191,35368000,8.041489601135254,0.0301645852429097,0.0332114613870574,0.0313832659620441,0.050578911116623,0.1014625795861855
15,NVDA,10-K,2017-03-01,786,335,595,387,44,313,309,26.092500686645508,25.27750015258789,50480400,25.36717414855957,-0.036871299559983,-0.0424165830481371,-0.0498103191067158,-0.0411518953133369,-0.0023348366731386
16,NVDA,10-K,2018-02-28,703,363,519,410,36,274,260,62.025001525878906,60.38249969482422,52311600,59.91664123535156,-0.0404545177112926,-0.0225620112143272,-0.0262396946426265,-0.0006611721574767,0.0278512623684465
17,NVDA,10-K,2019-02-21,721,326,515,444,29,270,242,40.01250076293945,38.79499816894531,44854800,38.65059661865234,0.0219554347765396,0.0187455741725337,0.0085382409615162,-0.0096938417166876,-0.0417924477567464
18,NVDA,10-K,2020-02-20,693,314,515,392,24,282,247,79.08000183105469,74.0875015258789,81005200,76.89566040039062,-0.0473923041927216,-0.1147392679854504,-0.1511176630040961,-0.1817298473765264,-0.11470684244211
19,NVDA,10-K,2021-02-26,809,326,728,413,42,361,280,138.5449981689453,133.61000061035156,50093200,136.8740692138672,0.0092784382619589,-0.022476241761873,-0.0663349256531116,-0.0913631996671092,-0.0625980272443002
20,NVDA,10-K,2022-03-18,852,361,745,456,35,409,334,265.69000244140625,246.2400054931641,73071900,264.28302001953125,0.0106226045120054,0.002683973304935,-0.0309605809518766,0.0468378433660174,0.0097909361881164
21,NVDA,10-K,2023-02-24,1006,358,827,485,36,482,381,234.7400054931641,229.47000122070312,58971600,232.82046508789065,0.0092329893105256,-0.0030060849712592,-0.0252512448140529,0.0259383031448137,
