high,low,volume,price,1daily_return,2daily_return,3daily_return,5daily_return,10daily_return,Symbol
36.400001525878906,35.900001525878906,87800,22.98223304748535,0.004432128924515275,-0.013019319276226151,-0.027700832195792675,-0.03102490247160692,-0.10609413236133575,E
36.459999084472656,36.119998931884766,138300,23.084091186523438,-0.017374442431891714,-0.031991172121021226,-0.03723106830149492,-0.11858796017944016,-0.11252063445172561,E
36.04999923706055,35.45000076293945,350800,22.68301773071289,-0.014875177606111054,-0.020207723803506803,-0.018243095885298276,-0.09963511452817185,-0.08700539421517182,E
35.650001525878906,35.099998474121094,330600,22.345605850219727,-0.005413066523323886,-0.003418773136792007,-0.08945867595873346,-0.07977206150379068,-0.08518512802711456,E
34.9900016784668,34.68000030517578,326800,22.224647521972656,0.002005147382703522,-0.08450302995799462,-0.0810655407827855,-0.05213405049496544,-0.07390426890960522,E
35.22999954223633,34.68000030517578,277400,22.269208908081055,-0.08633506281545818,-0.08290445251950507,-0.0766152184175942,-0.07747281646474835,-0.04173811045108196,E
33.25,31.799999237060547,1023800,20.346593856811523,0.0037547794123790512,0.010638302951425153,0.035356730303044044,0.006883642897537181,0.041301618668240926,E
33.119998931884766,31.940000534057617,707300,20.422992706298828,0.006857774110003116,0.031483736405385286,0.005922650120457859,0.01402733549118981,0.07076048982232168,E
32.939998626708984,32.099998474121094,613300,20.563051223754883,0.02445823325657879,-0.0009287547989306092,-0.0037151372978077536,-0.005882310563369387,0.0764706278342286,E
33.439998626708984,32.7400016784668,473800,21.06598663330078,-0.02478089123732109,-0.027500750777148013,-0.0169235832791986,-0.022967613116609956,0.01480814977960872,E
33.099998474121094,32.09000015258789,341800,20.543949127197266,-0.0027889727707220394,0.008056966775488578,-0.004958160679964163,0.038735667253431014,0.0613572827440097,E
32.5,31.649999618530273,417500,20.486656188964844,0.010876273175945264,-0.0021752546351890526,0.004661327671111931,0.03418267444653106,0.06898698569452977,E
32.83000183105469,32.099998474121094,662000,20.709474563598633,-0.012911103126527403,-0.006148077336217791,0.03043349878933489,0.055948348082402156,0.04057792020774094,E
32.38999938964844,31.709999084472656,592200,20.442089080810547,0.006851486033052314,0.04391154844629795,0.03643718924652187,0.0828402303597149,0.0650887609112695,E
32.880001068115234,32.20000076293945,321200,20.582149505615234,0.03680787378013469,0.029384376567825148,0.06248056073804772,0.0386637775813334,0.048561695202755925,E
33.68000030517578,32.75,407500,21.33973503112793,-0.00715995451041855,0.02476127699948117,0.037291168941809595,0.021778029005582865,0.033114576228905505,E
33.31999969482422,32.900001525878906,406900,21.18694305419922,0.03215143431705454,0.04477168669229972,0.009014515107027022,0.0336539299177731,0.0892428284147273,E
34.349998474121094,33.22999954223633,327800,21.868131637573242,0.012227132526919992,-0.022416206034085073,-0.0029111638591900225,-0.014556041403515475,0.011353805579919522,E
34.77000045776367,34.220001220703125,900200,22.13551902770996,-0.034224866581595736,-0.014955434308818445,-0.010641326632543942,-0.016393433630138062,0.034800088252586715,E
34.04999923706055,33.36000061035156,485800,21.377931594848633,0.019952296974733937,0.024419286781154532,0.008040399891125502,0.009529472226778855,0.044669443663127036,E
34.349998474121094,33.5,374200,21.804473876953125,0.004379606595004562,-0.011678876667997263,-0.0014598317389940693,0.011094921696795164,0.02394159692917427,E
34.66999816894531,34.27000045776367,521500,21.899965286254883,-0.01598846009771391,-0.005813975408954381,-0.014534883076207225,0.05377902302502375,0.015697589444112137,E
34.65999984741211,33.779998779296875,512100,21.549819946289062,0.01033980220371183,0.0014771950963613984,0.023042913712107434,0.026292562613440762,0.006794781899604376,E
34.20000076293945,33.470001220703125,392600,21.77263832092285,-0.00877190732070505,0.01257310805799009,0.05994149682247994,0.05204674677158943,0.041520413370402076,E
34.310001373291016,33.54999923706055,586200,21.58165168762207,0.02153390883121507,0.06932148579188498,0.024778764447743264,0.03480826702249501,0.0710914377267016,E
34.68000030517578,34.150001525878906,590900,22.046388626098633,0.046780216053078374,0.0031764541426145955,0.03898349501825668,0.012705706414606577,0.037250853625234594,E
36.31999969482422,35.5,664800,23.077728271484375,-0.04165512611126078,-0.007448288490032327,-0.032275811557112066,-0.03613796891837284,0.02537925983297414,E
35.369998931884766,34.720001220703125,338100,22.11642074584961,0.03569366159639912,0.009786992981023255,0.009499078883521398,-0.018998267574097526,0.06678179570331583,E
36.02000045776367,35.130001068115234,356100,22.905838012695312,-0.025013833313842822,-0.025291824874646693,-0.028904973006086444,-0.010005575734623446,0.04613673898087361,E
35.47999954223633,34.779998779296875,757300,22.33287239074707,-0.00028512359488004147,-0.003990969128791915,-0.028506269891774825,0.035062698917748256,0.05501700084775879,E
35.13999938964844,34.810001373291016,307600,22.326501846313477,-0.00370690245926693,-0.028229195106484115,0.015682898256247153,0.024237196507490708,0.07470769759577262,E
35.189998626708984,34.58000183105469,225400,22.243743896484375,-0.024613532611787066,0.01946194424449612,0.039210154562936014,0.06382368717472307,0.0767029310392452,E
34.31999969482422,33.959999084472656,182700,21.696245193481445,0.045187705929839124,0.06543425535277665,0.053990499971568864,0.0874412964239006,0.08949527796918423,E
35.7400016784668,35.18000030517578,249700,22.67664909362793,0.0193712089302901,0.008422213533308295,0.04351485916730575,0.056709728195850545,0.046322335074578835,E
36.310001373291016,35.93000030517578,264600,23.115924835205078,-0.010740930586485255,0.02368484613407079,0.02065546603233363,0.01927835091620494,0.019553815963083903,E
36.11000061035156,35.54999923706055,247900,22.867637634277344,0.03479955633964061,0.0317372845895993,0.047884223507287216,0.04927618452090926,0.025612528689880815,E
37.18000030517578,36.56999969482422,571400,23.663423538208008,-0.0029592897786633924,0.012644639328925239,-0.0043045427843412054,0.012106558652333175,-0.02232978362239647,E
37.15999984741211,36.5099983215332,257600,23.593395233154297,0.01565024271087653,-0.0013492458150271274,0.016999385592899763,0.001888820621433307,-0.020507342365567182,E
37.63999938964844,36.70000076293945,415800,23.962636947631836,-0.01673754193228,0.001328353822298345,-0.000531361798299399,-0.00982993990128812,-0.0674814281805191,E
37.38999938964844,37.0099983215332,295300,23.561565399169922,0.01837342167022317,0.016482049122294912,0.003242441286797117,0.0002702549766031547,-0.03026206383892556,E
37.79999923706055,37.220001220703125,292200,23.994470596313477,-0.0018572485374041253,-0.014857988299233002,-0.011143491224424752,-0.022552361504166864,-0.08304583092236832,E
