,Symbol,ReportType,FilingDate,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,high,low,volume,price,1daily_return,2daily_return,3daily_return,5daily_return,10daily_return
487,MMM,10-K,2023-02-08,1783.0,542.0,871.0,1519.0,90.0,296.0,475.0,,,,,,,,,
488,MO,10-K,2012-02-16,1619.0,151.0,382.0,2080.0,54.0,155.0,179.0,,,,,,,,,
489,MO,10-K,2013-02-27,,,,,,,,,,,,,,,,
490,MO,10-K,2013-08-13,2.0,1.0,1.0,24.0,1.0,,9.0,,,,,,,,,
491,MO,10-K,2014-02-26,,,,,,,,,,,,,,,,
492,MO,10-K,2014-08-04,2.0,1.0,1.0,24.0,1.0,,9.0,,,,,,,,,
493,MO,10-K,2015-02-25,,,,,,,,,,,,,,,,
494,MO,10-K,2015-07-01,2.0,1.0,1.0,24.0,1.0,,9.0,,,,,,,,,
495,MO,10-K,2016-02-25,,,,,,,,,,,,,,,,
496,MO,10-K,2017-02-27,,,,,,,,,,,,,,,,
497,MO,10-K,2017-06-15,2.0,1.0,2.0,22.0,1.0,,8.0,,,,,,,,,
498,MO,10-K,2018-02-27,,,,,,,,,,,,,,,,
499,MO,10-K,2018-05-31,2.0,1.0,3.0,22.0,1.0,1.0,8.0,,,,,,,,,
500,MO,10-K,2019-02-26,,,,,,,,,,,,,,,,
501,MO,10-K,2019-05-29,1.0,,3.0,17.0,,1.0,8.0,,,,,,,,,
502,MO,10-K,2020-02-25,,,,,,,,,,,,,,,,
503,MO,10-K,2020-05-19,1.0,,3.0,19.0,,1.0,8.0,,,,,,,,,
504,MO,10-K,2021-02-26,,,,,,,,,,,,,,,,
505,MO,10-K,2021-05-26,1.0,,3.0,20.0,,1.0,8.0,,,,,,,,,
506,MO,10-K,2022-02-25,,,,,,,,,,,,,,,,
507,MO,10-K,2022-06-01,1.0,,2.0,19.0,,,8.0,,,,,,,,,
508,MO,10-K,2023-02-27,,,,,,,,,,,,,,,,
509,MRK,10-K,2015-02-27,1796.0,798.0,1190.0,1018.0,245.0,383.0,391.0,,,,,,,,,
510,MRK,10-K,2016-02-26,1789.0,815.0,1176.0,1103.0,229.0,364.0,403.0,,,,,,,,,
511,MRK,10-K,2017-02-28,1588.0,761.0,1103.0,931.0,220.0,335.0,411.0,,,,,,,,,
512,MRK,10-K,2018-02-27,1498.0,800.0,1145.0,926.0,255.0,358.0,400.0,,,,,,,,,
513,MRK,10-K,2019-02-27,1448.0,867.0,1093.0,872.0,204.0,344.0,418.0,,,,,,,,,
514,MRK,10-K,2020-02-26,1292.0,782.0,1088.0,771.0,227.0,360.0,392.0,,,,,,,,,
515,MRK,10-K,2021-02-25,1428.0,868.0,1188.0,842.0,255.0,404.0,426.0,,,,,,,,,
516,MRK,10-K,2022-02-25,1561.0,878.0,1244.0,919.0,230.0,431.0,454.0,,,,,,,,,
517,MRK,10-K,2023-02-24,1469.0,881.0,1259.0,858.0,243.0,437.0,456.0,,,,,,,,,
518,MSFT,10-K,2017-08-02,783.0,447.0,623.0,426.0,87.0,297.0,291.0,,,,,,,,,
519,MSFT,10-K,2018-08-03,783.0,451.0,623.0,474.0,75.0,349.0,302.0,,,,,,,,,
520,MSFT,10-K,2019-08-01,741.0,447.0,633.0,441.0,57.0,361.0,279.0,,,,,,,,,
521,MSFT,10-K,2020-07-30,762.0,450.0,705.0,438.0,82.0,399.0,296.0,,,,,,,,,
522,MSFT,10-K,2021-07-29,778.0,518.0,707.0,463.0,80.0,414.0,313.0,,,,,,,,,
523,MSFT,10-K,2022-07-28,745.0,524.0,680.0,443.0,72.0,403.0,306.0,,,,,,,,,
524,MS,10-K,2023-02-24,1978.0,527.0,2123.0,1362.0,143.0,553.0,946.0,,,,,,,,,
525,NEE,10-K,2015-02-20,1100.0,605.0,1170.0,973.0,136.0,436.0,606.0,,,,,,,,,
526,NEE,10-K,2016-02-22,1112.0,518.0,1266.0,957.0,139.0,445.0,583.0,,,,,,,,,
527,NEE,10-K,2017-02-23,963.0,476.0,1170.0,860.0,122.0,404.0,530.0,,,,,,,,,
528,NEE,10-K,2018-02-16,941.0,457.0,1133.0,835.0,100.0,385.0,545.0,,,,,,,,,
529,NEE,10-K,2019-02-15,936.0,475.0,1147.0,841.0,82.0,402.0,535.0,,,,,,,,,
530,NEE,10-K,2020-02-14,924.0,421.0,1106.0,824.0,85.0,392.0,507.0,,,,,,,,,
531,NEE,10-K,2021-02-12,1015.0,428.0,1135.0,921.0,115.0,398.0,571.0,,,,,,,,,
532,NEE,10-K,2022-02-18,1030.0,453.0,1115.0,960.0,114.0,391.0,575.0,,,,,,,,,
533,NEE,10-K,2023-02-17,1066.0,455.0,1117.0,981.0,111.0,400.0,580.0,,,,,,,,,
534,NFLX,10-K,2020-01-29,568.0,222.0,535.0,287.0,40.0,333.0,272.0,,,,,,,,,
535,NFLX,10-K,2021-01-28,617.0,252.0,592.0,284.0,59.0,364.0,292.0,,,,,,,,,
536,NFLX,10-K,2022-01-27,576.0,244.0,583.0,283.0,48.0,354.0,281.0,,,,,,,,,
537,NFLX,10-K,2023-01-26,578.0,239.0,599.0,286.0,47.0,357.0,275.0,,,,,,,,,
538,NKE,10-K,2012-07-24,718.0,404.0,1024.0,324.0,89.0,503.0,282.0,,,,,,,,,
539,NKE,10-K,2013-07-23,805.0,407.0,1068.0,329.0,90.0,550.0,270.0,,,,,,,,,
540,NKE,10-K,2014-07-25,811.0,413.0,1134.0,346.0,68.0,593.0,257.0,,,,,,,,,
541,NKE,10-K,2015-07-23,857.0,432.0,1184.0,357.0,76.0,607.0,275.0,,,,,,,,,
542,NKE,10-K,2016-07-21,824.0,438.0,1179.0,373.0,80.0,596.0,273.0,,,,,,,,,
543,NKE,10-K,2017-07-20,833.0,431.0,1168.0,389.0,97.0,595.0,270.0,,,,,,,,,
544,NKE,10-K,2018-07-25,837.0,424.0,1127.0,414.0,82.0,589.0,271.0,,,,,,,,,
545,NKE,10-K,2019-07-23,819.0,385.0,1083.0,422.0,74.0,587.0,302.0,,,,,,,,,
546,NKE,10-K,2020-07-24,1092.0,414.0,1223.0,465.0,89.0,674.0,332.0,,,,,,,,,
547,NKE,10-K,2021-07-20,1027.0,458.0,1232.0,458.0,85.0,662.0,327.0,,,,,,,,,
548,NKE,10-K,2022-07-21,1059.0,463.0,1252.0,497.0,92.0,672.0,342.0,,,,,,,,,
549,NVDA,10-K,2013-03-12,1366.0,488.0,992.0,773.0,133.0,519.0,370.0,,,,,,,,,
550,NVDA,10-K,2014-03-13,1058.0,435.0,889.0,528.0,124.0,454.0,347.0,,,,,,,,,
551,NVDA,10-K,2015-03-12,766.0,313.0,577.0,447.0,91.0,281.0,267.0,,,,,,,,,
552,NVDA,10-K,2016-03-17,831.0,345.0,622.0,414.0,114.0,324.0,311.0,,,,,,,,,
553,NVDA,10-K,2017-03-01,798.0,335.0,595.0,387.0,118.0,313.0,309.0,,,,,,,,,
554,NVDA,10-K,2018-02-28,717.0,363.0,519.0,410.0,87.0,274.0,260.0,,,,,,,,,
555,NVDA,10-K,2019-02-21,737.0,326.0,515.0,444.0,71.0,270.0,242.0,,,,,,,,,
556,NVDA,10-K,2020-02-20,701.0,314.0,515.0,392.0,67.0,282.0,247.0,,,,,,,,,
557,NVDA,10-K,2021-02-26,805.0,324.0,718.0,413.0,98.0,356.0,280.0,,,,,,,,,
558,NVDA,10-K,2022-03-18,849.0,359.0,735.0,456.0,77.0,404.0,334.0,,,,,,,,,
559,NVDA,10-K,2023-02-24,1004.0,356.0,817.0,485.0,80.0,477.0,381.0,,,,,,,,,
560,ORCL,10-K,2012-06-26,933.0,561.0,1450.0,642.0,138.0,680.0,378.0,,,,,,,,,
561,ORCL,10-K,2013-06-26,961.0,509.0,1489.0,656.0,140.0,708.0,386.0,,,,,,,,,
562,ORCL,10-K,2014-06-26,951.0,508.0,1515.0,636.0,156.0,730.0,378.0,,,,,,,,,
563,ORCL,10-K,2015-06-25,997.0,549.0,1559.0,620.0,141.0,776.0,418.0,,,,,,,,,
564,ORCL,10-K,2016-06-22,1119.0,587.0,1469.0,708.0,131.0,728.0,434.0,,,,,,,,,
565,ORCL,10-K,2017-06-27,1001.0,586.0,1449.0,680.0,120.0,737.0,425.0,,,,,,,,,
